tweet,topic
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
الله يصبحكم بالخير جميعا,Social
ماشاءالله تبارك الله جزاكم الله الف خير والله يجعلها ميزان حسناتكم,Social
اسال الله لكل يساهم ويساعد قضاء ديني يرزقه ويبارك ماله وعياله ويرحم والدينه فزعتكم ب…,Social
اللهم احفظ ملكنا خادم الحرمين الشريفين سلمان بن عبدالعزيز وأدم الصحة والعافية,Social
جمل بن شري أعزي أهله وأبناءه ومحبيه وأعزي أخي الكريم صاحب السمو الملكي الأمير عبدالعزيز بن فهد بن عبدالعزيز.. عظم الله…,Social
اسال الله يديم الصحة والعافية الملك سلمان بن عبدالعزيز,Social
جمل بن شري أعزي أهله وأبناءه ومحبيه وأعزي أخي الكريم صاحب السمو الملكي الأمير عبدالعزيز بن فهد بن عبدالعزيز.. عظم الله…,Social
فاتورة سداد بأمر قضائي رقم الفاتورة 2016992555 تكفون باللي تجود نفسكم مبلغها 152 الف ر…,Social
امين يارب,Social
مسن نجران حاله انسانية الوالد علي مسفر الصقور إحترق منزله وخسر يملك أعينوه شهر رمضان بارك الله فيكم وزا…,Social
اللهم احفظ ملكنا خادم الحرمين الشريفين سلمان بن عبدالعزيز وأدم الصحة والعافية,Social
جمل بن شري رحمه الله كريما طيب القلب والفعل أحبه عرفه وله مواقف مشهودة أصدقائه,Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
اللهم امين,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
تكفوووووون اهل الخير عندي ظروف كسرت ظهري اقسم بالله اني محتاجه اشتري حليب وحفاظات لولدي…,Social
السلام عليكم وش حالك يابو راكان ولد اخوي عمره حول 18 عنده اعاقه ان كنت تقدر تجيب امر علاج را…,Social
انتشر بكثرة حسابات موثقة بالعلامة الزرقاء وهي تمارس النصب والاحتيال وانتحال أسماء لمسؤولين وقد كتب مرة سمو…,Social
الله يرحمه ويغفر ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان,Social
ابي مساعدتك يالامير عبدالرحمن تكفى,Social
اللهم احفظ ملكنا خادم الحرمين الشريفين سلمان بن عبدالعزيز وأدم الصحة والعافية,Social
الله يبعت لهالطفل قلوب رحيمة توقف معه ... عزاء غفران جنة ان شاء الله لكل مين سمع بقصة أحمد و…,Social
جمل بن شري أعزي أهله وأبناءه ومحبيه وأعزي أخي الكريم صاحب السمو الملكي الأمير عبدالعزيز بن فهد بن عبدالعزيز.. عظم الله…,Social
اللهم احفظ ملكنا خادم الحرمين الشريفين سلمان بن عبدالعزيز وأدم الصحة والعافية,Social
*الناس قبلك ظلام دامس* *ما منتظر الصباح ويائس* *فأطل صبحك للظلام مبددا* *وسقى سحابك كل غصن يابس* **,Social
عبدالعزيز بن فهد ارمله بلمدينه المنوره محتاجه هالادوية شهر وجزاكم الله خير وجميع الادويه…,Social
حبيبي واخوي الله يعظم اجركم ويحسن عزاكم ويرحم والدتك ووالدينا اجمعين حال الدنيا وانا اخوك وهذا مصير…,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
الله يرحمه ويسكنه فسيح جناته,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
الله ينتقم ظالم قادر شئ,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
الله يرحمه ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان,Social
الله يرحمه رحمة الابرار ويجعل قبره روضه رياض الجنان,Social
الله يحفظهم,Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
مسن نجران حاله انسانية الوالد علي مسفر الصقور إحترق منزله وخسر يملك أعينوه شهر رمضان بارك الله فيكم وزا…,Social
جعله فالجنه ابو ناصر,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
"قال رسول الله "" أكثروا الصلاة علي ليلة الجمعة ويوم الجمعة ، صلاتكم معروضة علي "" . اللهم صل وسلم نبين…",Social
"تقوم أوقاف الشيخ صالح الراجحي ""رحمه الله"" بدعم مستفيدي الجمعيات الأهليه مختلف مناطق المملكة، خلال ح…",Social
انا لله وانا اليه راجعون الله يرحمه ويغفر ويسكنه فسيح جناته عبدالعزيز بن فهد,Social
آلى فا يز المالكي سلام عليكم ورحمة الله وبركاته ارجو الرد,Social
الله يرحمه ويغفر,Social
كثير يقدرون يتحصلون مياه نقية صالحة للشرب. مركز الملك سلمان للإغاثة عنده مشروع لحفر الآبار يستفيد 190 ألف…,Social
جمل بن شري أعزي أهله وأبناءه ومحبيه وأعزي أخي الكريم صاحب السمو الملكي الأمير عبدالعزيز بن فهد بن عبدالعزيز.. عظم الله…,Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
اللهم اغفر لعبدك جمل بن شري وارحمه واجعله فسيح جناتك وألهم أهله ومحبيه الصبر إنا لله وإنا إليه راجعون قدر الله وماشا…,Social
جمل بن شري رحمه الله كريما طيب القلب والفعل أحبه عرفه وله مواقف مشهودة أصدقائه,Social
اللهم احفظ ملكنا خادم الحرمين الشريفين سلمان بن عبدالعزيز وأدم الصحة والعافية,Social
اللهم امين يارب العالمين,Social
